SKU,Week,Promo Depth %,Traffic,Conversion %,AOV,Base Price,Unit Cost,Units Sold,,,,,
SET048,3,0.06,764,0.11,824.90,645.19,267.77,84,,,,,
SET051,3,0.26,592,0.12,472.20,468.00,229.73,71,,,,,
SET053,3,0.11,453,0.17,610.35,594.25,264.19,77,,,,,
SET055,3,0.17,"6,200",0.01,586.45,625.00,287.07,62,,,,,
SET058,3,0.29,510,0.10,691.15,815.31,324.52,51,,,,,
SET062,3,0.09,933,0.06,705.96,684.00,284.50,56,,,,,
SET069,3,0.12,"1,200",0.07,692.23,612.00,266.06,84,,,,,
SET072,3,0.25,886,0.07,371.61,370.00,167.92,62,,,,,
SET073,3,0.12,"4,200",0.02,932.20,824.00,431.95,84,,,,,
SET075,3,0.27,144,0.41,625.64,640.29,318.23,59,,,,,
SET085,3,0.16,157,0.37,398.49,399.00,202.59,58,,,,,
SET087,3,0.08,274,0.23,940.11,925.00,391.76,63,,,,,
SET094,3,0.15,883,0.06,829.55,745.97,407.19,53,,,,,
SET098,3,0.01,185,0.39,809.05,694.82,292.09,72,,,,,
SET100,3,0.20,611,0.09,838.81,816.00,327.18,55,,,,,
SET110,3,0.10,"3,200",0.02,810.06,786.27,386.73,64,,,,,
SET111,3,0.11,"1,040",0.00,617.15,643.00,324.46,52,,,,,
SET114,3,0.20,"3,800",0.02,667.40,597.00,239.18,76,,,,,
SET116,3,0.07,"3,100",0.02,599.93,583.97,310.20,62,,,,,
SET128,3,0.05,200,0.29,"1,502.53","1,133.00",460.11,58,,,,,
SET130,3,0.05,"1,975",0.04,723.38,547.00,288.99,79,,,,,
SET131,3,0.16,111,0.54,742.84,666.00,321.32,60,,,,,
SET132,3,0.26,589,0.09,518.44,547.00,226.71,53,,,,,
SET135,3,0.18,350,0.20,663.33,646.00,267.73,70,,,,,
SET138,3,0.06,"1,400",0.06,922.54,725.30,370.65,84,,,,,
SET143,3,0.15,53,1.18,522.58,534.00,233.93,62,,,,,
SET144,3,0.21,"3,550",0.02,755.55,788.00,336.94,71,,,,,
SET145,3,0.16,230,0.27,765.51,719.40,317.26,62,,,,,
SET147,3,0.14,"1,150",0.06,702.31,684.00,295.51,69,,,,,
SET153,3,0.28,197,0.35,386.95,448.00,205.07,69,,,,,
SET154,3,0.05,"8,100",0.01,921.29,832.00,454.59,81,,,,,
SET156,3,0.11,500,0.14,794.94,716.00,287.33,70,,,,,
SET158,3,0.24,"1,133",0.06,810.18,791.00,388.56,68,,,,,
SET165,3,0.12,775,0.08,559.10,567.00,294.35,62,,,,,
SET171,3,0.09,194,0.32,850.69,678.86,268.53,62,,,,,
SET172,3,0.09,"2,400",0.03,"1,123.83",956.48,431.20,72,,,,,
SET179,3,0.00,775,0.08,667.73,499.00,240.45,62,,,,,
SET182,3,0.27,380,0.15,591.27,650.74,306.80,57,,,,,
SET183,3,0.10,187,0.31,887.33,745.31,289.90,58,,,,,
SET184,3,0.07,"1,140",0.00,551.83,562.08,294.49,57,,,,,
SET185,3,0.13,46,1.50,"1,059.22",911.00,410.26,69,,,,,
SET186,3,0.15,"3,950",0.02,552.58,610.97,283.49,79,,,,,
SET187,3,0.29,"7,900",0.01,565.81,585.33,261.09,79,,,,,
SET188,3,0.18,"6,800",0.01,772.89,674.60,368.95,68,,,,,
SET192,3,0.18,"3,700",0.02,642.87,680.00,273.18,74,,,,,
SET193,3,0.08,333,0.21,797.00,771.00,301.88,70,,,,,
SET194,3,0.11,"3,050",0.02,751.84,641.00,290.97,61,,,,,
SET195,3,0.27,"1,340",0.00,612.56,737.00,318.07,67,,,,,
SET196,3,0.16,"1,050",0.08,908.04,799.00,314.15,84,,,,,
SET197,3,0.16,929,0.07,656.57,719.74,309.32,65,,,,,
SET198,3,0.25,767,0.09,449.67,548.00,287.19,69,,,,,
SET200,3,0.17,"5,400",0.01,656.58,568.00,256.75,54,,,,,
SET201,3,0.29,962,0.08,543.20,595.00,265.88,77,,,,,
SET203,3,0.27,318,0.17,441.31,449.00,214.58,54,,,,,
SET204,3,0.11,129,0.52,564.36,545.00,231.52,67,,,,,
SET205,3,0.23,509,0.11,395.33,399.00,156.07,56,,,,,
SET209,3,0.06,"1,117",0.06,648.01,548.00,259.40,67,,,,,
SET210,3,0.17,"1,233",0.06,601.86,575.00,305.18,74,,,,,
SET217,3,0.16,"1,525",0.04,887.88,820.09,313.75,61,,,,,
SET218,3,0.20,180,0.30,699.77,699.00,284.76,54,,,,,
SET219,3,0.13,166,0.32,691.23,662.00,350.07,53,,,,,
SET220,3,0.00,"1,043",0.07,"1,260.08","1,099.00",432.41,73,,,,,
SET221,3,0.20,400,0.15,753.41,714.00,287.11,60,,,,,
SET224,3,0.04,536,0.11,"1,377.83","1,271.03",571.31,59,,,,,
SET225,3,0.16,365,0.17,791.37,729.00,284.57,62,,,,,
SET226,3,0.29,986,0.07,641.98,799.00,323.92,69,,,,,
SET227,3,0.29,600,0.10,512.37,568.73,274.23,60,,,,,
SET228,3,0.01,"2,567",0.03,847.83,653.00,353.07,77,,,,,
SET229,3,0.04,"1,600",0.00,960.36,888.00,437.80,80,,,,,
SET230,3,0.28,700,0.12,616.11,799.00,330.40,84,,,,,
SET232,3,0.19,"6,100",0.01,442.93,499.00,274.06,61,,,,,
SET233,3,0.18,"1,525",0.04,564.03,545.00,268.85,61,,,,,
SET236,3,0.08,258,0.24,903.61,729.00,351.60,62,,,,,
SET238,3,0.04,"1,767",0.03,488.03,477.00,192.02,53,,,,,
SET239,3,0.11,971,0.07,760.73,654.00,299.95,68,,,,,
SET240,3,0.19,"1,360",0.05,595.83,629.00,247.59,68,,,,,
SET241,3,0.30,900,0.09,304.25,357.00,147.87,81,,,,,
SET242,3,0.13,533,0.12,695.07,581.00,285.34,64,,,,,
SET243,3,0.24,77,0.79,473.29,534.00,203.11,61,,,,,
SET244,3,0.15,"1,183",0.06,823.72,799.00,392.32,71,,,,,
SET245,3,0.01,271,0.21,"1,043.20",999.00,424.20,57,,,,,
SET246,3,0.25,800,0.09,368.06,455.00,215.27,72,,,,,
SET247,3,0.07,98,0.54,747.38,704.63,360.64,53,,,,,
SET248,3,0.03,843,0.07,629.11,612.00,289.53,59,,,,,
SET249,3,0.05,"2,167",0.03,738.95,612.00,321.95,65,,,,,
SET250,3,0.14,"1,733",0.03,695.75,674.60,350.80,52,,,,,
SET251,3,0.06,"2,950",0.02,886.01,759.00,353.15,59,,,,,
SET252,3,0.27,"1,360",0.05,613.55,756.42,362.16,68,,,,,
SET253,3,0.26,688,0.08,629.14,737.00,290.73,55,,,,,
SET254,3,0.14,"1,000",0.07,977.09,886.00,432.72,70,,,,,
SET257,3,0.12,"1,160",0.05,678.41,555.47,250.69,58,,,,,
SET258,3,0.25,515,0.13,702.09,876.80,388.00,67,,,,,
SET260,3,0.25,187,0.45,583.12,571.00,312.78,84,,,,,
SET261,3,0.07,778,0.09,659.27,566.25,247.56,70,,,,,
SET262,3,0.18,248,0.25,608.59,595.00,291.78,62,,,,,
SET263,3,0.23,"5,900",0.01,694.29,736.00,316.17,59,,,,,
SET264,3,0.06,387,0.15,831.44,823.35,427.92,58,,,,,
SET265,3,0.20,331,0.16,766.68,886.16,342.61,53,,,,,
SET266,3,0.03,87,0.94,886.69,725.30,380.58,82,,,,,
SET267,3,0.05,"1,040",0.00,946.46,852.00,408.55,52,,,,,
SET268,3,0.03,536,0.11,"1,015.10",763.29,408.73,59,,,,,
SET269,3,0.07,"1,050",0.08,889.28,801.99,305.18,84,,,,,
SET270,3,0.16,962,0.08,524.90,568.00,263.91,77,,,,,
SET271,3,0.29,"5,400",0.01,826.18,895.00,401.66,54,,,,,
SET272,3,0.12,53,1.41,864.23,852.00,458.88,75,,,,,
SET273,3,0.29,491,0.11,526.41,600.87,253.87,54,,,,,
SET274,3,0.25,319,0.21,662.00,682.00,350.76,67,,,,,
SET275,3,0.16,215,0.26,755.66,659.00,261.84,56,,,,,
SET276,3,0.23,538,0.13,"1,265.23","1,238.00",637.73,70,,,,,
SET277,3,0.23,700,0.10,"1,325.66","1,338.00",692.53,70,,,,,
SET278,3,0.11,971,0.07,"1,612.13","1,406.49",764.83,68,,,,,
SET279,3,0.05,471,0.17,"1,035.62",789.33,370.79,80,,,,,
SET280,3,0.01,812,0.08,904.29,791.85,359.48,65,,,,,
SET281,3,0.07,"2,167",0.03,482.10,493.52,265.92,65,,,,,
SET282,3,0.22,857,0.07,947.99,"1,061.29",443.79,60,,,,,
SET285,3,0.07,"1,120",0.05,518.14,494.68,233.95,56,,,,,
SET286,3,0.02,427,0.15,780.50,621.41,286.38,64,,,,,
SET287,3,0.12,590,0.10,739.46,660.72,313.89,59,,,,,
SET288,3,0.17,856,0.09,674.36,646.00,311.29,77,,,,,
SET289,3,0.07,530,0.10,653.87,666.00,302.94,53,,,,,
SET290,3,0.00,43,1.55,959.23,735.00,384.85,67,,,,,
SET291,3,0.18,325,0.16,515.47,540.41,280.51,52,,,,,
SET293,3,0.11,582,0.11,781.72,684.72,276.28,64,,,,,
SET295,3,0.21,"1,167",0.06,738.53,751.00,292.26,70,,,,,
SET297,3,0.22,283,0.24,703.59,771.00,375.12,68,,,,,
SET299,3,0.03,509,0.11,946.06,889.00,362.45,56,,,,,
SET300,3,0.20,"1,320",0.05,755.66,872.14,439.54,66,,,,,
SET302,3,0.18,270,0.23,"1,032.57",939.00,393.98,62,,,,,
SET303,3,0.10,967,0.06,"1,096.05",888.00,391.18,58,,,,,
SET304,3,0.28,456,0.16,"1,037.49","1,128.02",542.03,73,,,,,
SET305,3,0.20,"2,267",0.03,815.95,939.00,512.40,68,,,,,
SET306,3,0.08,155,0.38,992.38,905.91,474.20,59,,,,,
SET307,3,0.25,988,0.08,720.43,736.00,315.22,79,,,,,
SET308,3,0.10,"1,317",0.06,828.69,696.00,304.84,79,,,,,
SET310,3,0.16,575,0.12,"1,112.03","1,213.00",661.56,69,,,,,
SET313,3,0.01,"1,083",0.06,"1,142.42","1,099.00",562.98,65,,,,,
SET316,3,0.30,711,0.09,"1,044.99","1,149.00",500.71,64,,,,,
SET317,3,0.00,711,0.09,"1,393.32","1,186.00",648.33,64,,,,,
SET318,3,0.03,"1,050",0.08,"1,103.79",999.00,531.77,84,,,,,
SET319,3,0.16,151,0.37,753.05,850.14,351.97,56,,,,,
SET320,3,0.10,"3,200",0.02,954.61,856.00,444.82,64,,,,,
SET321,3,0.11,"1,220",0.05,"1,126.46",939.00,412.25,61,,,,,
SET322,3,0.14,453,0.15,"1,281.66","1,075.90",548.18,68,,,,,
SET323,3,0.16,"3,400",0.02,979.17,934.03,497.93,68,,,,,
SET324,3,0.09,162,0.39,668.47,597.19,303.77,63,,,,,
SET325,3,0.09,770,0.10,654.41,666.00,284.52,77,,,,,
SET326,3,0.08,"1,700",0.03,752.00,658.07,266.21,51,,,,,
SET327,3,0.05,453,0.17,962.01,856.00,349.99,77,,,,,
SET328,3,0.27,153,0.43,554.43,601.58,290.25,66,,,,,
SET329,3,0.05,191,0.33,745.65,661.77,288.81,63,,,,,
SET330,3,0.09,150,0.36,842.81,816.65,420.70,54,,,,,
SET331,3,0.18,"1,067",0.06,522.12,587.80,294.00,64,,,,,
SET332,3,0.10,"1,000",0.08,573.27,549.00,218.29,80,,,,,
SET333,3,0.20,129,0.45,731.66,843.84,462.25,58,,,,,
SET334,3,0.05,276,0.21,703.51,666.00,356.62,58,,,,,
SET335,3,0.12,"1,725",0.04,"1,411.09","1,149.00",495.71,69,,,,,
SET337,3,0.12,353,0.15,927.13,874.00,476.76,53,,,,,
SET338,3,0.17,933,0.06,"1,216.85","1,186.00",555.55,56,,,,,
SET339,3,0.28,"6,400",0.01,650.27,666.16,345.84,64,,,,,
SET340,3,0.01,833,0.09,953.74,688.89,310.61,75,,,,,
SET341,3,0.29,656,0.09,800.38,899.00,430.04,59,,,,,
SET342,3,0.22,244,0.25,953.38,916.00,364.79,61,,,,,
SET343,3,0.10,610,0.10,685.68,654.29,268.93,61,,,,,
SET344,3,0.13,330,0.20,974.39,968.00,476.15,66,,,,,
SET345,3,0.13,"3,450",0.02,657.13,634.22,320.85,69,,,,,
SET346,3,0.05,733,0.09,"1,112.43",911.00,442.25,66,,,,,
SET347,3,0.25,382,0.17,778.55,805.47,362.18,65,,,,,
SET348,3,0.05,122,0.60,"1,067.04",968.00,488.29,73,,,,,
SET349,3,0.03,"1,279",0.14,"1,023.71",962.39,427.20,179,,,,,
SET350,3,0.03,569,0.13,"1,601.92","1,299.00",624.04,74,,,,,
SET351,3,0.29,700,0.10,465.66,599.00,273.24,70,,,,,
SET353,3,0.16,248,0.25,934.24,888.00,422.56,62,,,,,
SET355,3,0.15,650,0.10,"1,537.21","1,399.00",699.42,65,,,,,
SET356,3,0.22,"3,000",0.02,"1,110.28","1,099.00",427.25,60,,,,,
SET357,3,0.15,"1,580",0.05,"1,283.04","1,149.00",499.10,79,,,,,
SET358,3,0.22,756,0.09,"1,154.56","1,092.00",458.84,68,,,,,
SET359,3,0.04,"1,180",0.05,"1,292.41","1,099.00",578.27,59,,,,,
SET360,3,0.24,"1,480",0.00,"1,117.27","1,126.00",453.06,74,,,,,
SET361,3,0.28,662,0.08,"1,026.95","1,126.00",526.00,53,,,,,
SET363,3,0.01,"1,360",0.00,"1,387.68","1,256.76",500.10,68,,,,,
SET364,3,0.07,700,0.08,"1,059.45","1,075.73",445.38,56,,,,,
SET365,3,0.12,"6,300",0.01,"1,111.79","1,099.00",525.01,63,,,,,
SET366,3,0.26,23,2.47,"1,031.89","1,157.16",632.02,58,,,,,
SET369,3,0.00,170,0.37,"1,485.00","1,173.00",591.57,63,,,,,
SET374,3,0.08,394,0.18,752.89,607.32,268.62,71,,,,,
SET375,3,0.14,"2,400",0.03,658.56,684.53,346.48,72,,,,,
SET377,3,0.26,341,0.17,984.29,"1,215.89",496.16,58,,,,,
SET378,3,0.12,"1,750",0.04,"1,510.38","1,237.25",473.44,70,,,,,
SET380,3,0.20,86,0.70,865.90,995.00,458.33,60,,,,,
SET383,3,0.15,"1,220",0.05,647.58,625.77,325.91,61,,,,,
SET384,3,0.21,"1,220",0.00,620.61,625.99,315.32,61,,,,,
SET385,3,0.13,250,0.24,675.04,625.99,342.34,60,,,,,
SET386,3,0.12,208,0.36,569.96,599.65,236.60,75,,,,,
SET388,3,0.09,608,0.12,"1,264.79","1,299.00",688.45,73,,,,,
SET389,3,0.21,482,0.11,582.57,678.46,306.66,53,,,,,
SET390,3,0.09,"1,080",0.05,950.72,832.50,419.09,54,,,,,
SET392,3,0.14,238,0.32,801.20,751.00,342.30,76,,,,,
SET393,3,0.16,"6,800",0.01,871.77,916.96,402.78,68,,,,,
SET394,3,0.30,179,0.34,"1,141.70","1,281.00",523.86,61,,,,,
SET395,3,0.18,"7,200",0.01,"1,215.56","1,108.72",570.89,72,,,,,
SET396,3,0.17,172,0.39,"1,015.23","1,149.00",629.80,67,,,,,
SET397,3,0.16,"1,317",0.06,"1,182.50","1,149.78",605.63,79,,,,,
SET398,3,0.13,311,0.19,"1,209.82","1,076.93",427.54,59,,,,,
SET400,3,0.09,712,0.08,"1,298.97","1,254.00",503.40,57,,,,,
SET401,3,0.21,829,0.07,"1,084.71","1,186.00",525.78,58,,,,,
SET402,3,0.02,"1,725",0.04,"1,424.16","1,149.00",515.26,69,,,,,
SET403,3,0.05,"1,340",0.05,"1,591.57","1,228.00",550.04,67,,,,,
SET404,3,0.06,103,0.67,"2,167.24","1,729.00",769.12,69,,,,,
SET405,3,0.22,267,0.24,677.47,692.57,302.61,64,,,,,
SET408,3,0.21,"1,250",0.06,617.81,599.00,311.59,75,,,,,
SET409,3,0.03,770,0.10,880.76,771.00,309.54,77,,,,,
SET413,3,0.01,436,0.14,"1,074.88",852.00,336.16,61,,,,,
SET433,3,0.20,76,0.88,646.37,666.00,254.88,67,,,,,
SET435,3,0.00,592,0.13,"2,231.84","1,999.00",843.65,77,,,,,
AN208,4,0.24,222,0.27,225.49,229.00,119.88,60,,,,,
BL004,4,0.02,"4,000",0.02,511.12,419.00,219.15,80,,,,,
BL006,4,0.23,208,0.39,346.67,383.00,171.51,81,,,,,
BL009,4,0.01,"3,450",0.02,459.44,339.00,185.26,69,,,,,
BL013,4,0.05,280,0.30,373.66,372.00,178.12,84,,,,,
BL019,4,0.29,762,0.08,345.24,419.00,167.71,61,,,,,
BL021,4,0.03,58,1.11,434.84,419.00,193.49,64,,,,,
BL022,4,0.17,744,0.09,916.92,838.00,400.87,67,,,,,
BL024,4,0.00,810,0.10,496.27,383.00,153.88,81,,,,,
BL026,4,0.25,306,0.18,334.93,383.00,208.75,55,,,,,
BL035,4,0.04,"1,080",0.05,459.43,372.00,191.17,54,,,,,
BL053,4,0.21,"1,283",0.06,355.87,379.00,155.24,77,,,,,
BL057,4,0.09,28,2.33,458.21,383.00,198.71,66,,,,,
BL089,4,0.01,"2,733",0.03,326.75,273.00,144.17,82,,,,,
BL090,4,0.11,857,0.07,0.00,0.00,0.00,60,,,,,
BL093,4,0.23,600,0.11,289.49,273.00,134.60,66,,,,,
BL099,4,0.01,274,0.23,291.75,259.00,119.34,63,,,,,
BL100,4,0.01,"1,100",0.00,280.04,259.00,115.89,55,,,,,
BL101,4,0.15,789,0.09,265.53,249.00,126.56,71,,,,,
BL102,4,0.09,300,0.20,327.44,259.00,123.43,60,,,,,
BL103,4,0.11,736,0.11,481.13,457.26,228.86,81,,,,,
BL104,4,0.14,136,0.39,454.38,493.00,219.87,53,,,,,
BL109,4,0.02,569,0.13,593.31,518.00,259.17,74,,,,,
BL110,4,0.28,564,0.11,287.21,325.08,158.55,62,,,,,
BL111,4,0.30,164,0.36,216.91,280.00,132.29,59,,,,,
BL113,4,0.27,63,1.10,307.19,328.67,136.90,69,,,,,
BTM002,4,0.17,"1,620",0.00,601.58,518.00,247.23,81,,,,,
BTM003,4,0.20,"5,900",0.01,500.64,518.00,251.06,59,,,,,
BTM008,4,0.16,689,0.09,510.90,518.00,219.43,62,,,,,
BTM021,4,0.18,667,0.09,252.78,259.00,132.84,60,,,,,
BTM026,4,0.22,"1,180",0.05,352.42,414.40,200.49,59,,,,,
BTM027,4,0.10,"6,500",0.01,626.09,511.84,267.52,65,,,,,
BTM029,4,0.28,309,0.23,445.76,518.00,267.32,71,,,,,
BTM030,4,0.08,750,0.08,306.07,280.62,129.81,60,,,,,
BTM031,4,0.23,424,0.17,510.90,518.00,201.25,72,,,,,
BTM032,4,0.19,264,0.25,289.82,297.00,133.44,66,,,,,
BTM033,4,0.30,170,0.37,265.46,297.00,161.00,63,,,,,
BTM035,4,0.26,296,0.23,225.19,284.00,118.24,68,,,,,
BTM036,4,0.28,"1,725",0.04,345.98,360.00,160.82,69,,,,,
BTM037,4,0.09,"7,100",0.01,444.65,354.29,184.59,71,,,,,
BTM038,4,0.06,371,0.21,452.57,377.00,203.18,78,,,,,
BTM039,4,0.20,540,0.10,393.88,355.72,138.26,54,,,,,
BTM040,4,0.05,525,0.12,361.51,345.00,133.12,63,,,,,
BTM041,4,0.22,"6,300",0.01,327.52,345.00,142.34,63,,,,,
BTM042,4,0.27,912,0.08,302.77,329.00,163.91,73,,,,,
BTM044,4,0.00,"1,143",0.07,451.30,360.00,156.12,80,,,,,
BTM045,4,0.21,"1,440",0.00,324.47,345.00,172.82,72,,,,,
BTM047,4,0.02,"2,133",0.03,395.01,345.00,163.94,64,,,,,
BTM048,4,0.26,"1,450",0.04,279.40,345.00,147.58,58,,,,,
CH203,4,0.23,"1,033",0.06,249.54,273.00,130.77,62,,,,,
CH204,4,0.10,295,0.19,282.93,284.00,150.31,56,,,,,
CH205,4,0.03,"1,740",0.05,346.11,273.00,109.35,87,,,,,
CH206,4,0.13,492,0.13,266.75,273.00,112.19,64,,,,,
CH213,4,0.23,"1,117",0.06,225.03,273.00,128.46,67,,,,,
J0002,4,0.03,400,0.15,"1,356.39","1,124.68",612.00,60,,,,,
J0003,4,0.21,"3,300",0.02,625.16,628.88,248.67,66,,,,,
J0004,4,0.06,"1,550",0.04,"1,442.96","1,132.75",573.18,62,,,,,
J0005,4,0.12,"3,300",0.02,930.17,844.30,369.27,66,,,,,
J0006,4,0.03,"1,000",0.07,933.22,821.65,408.37,70,,,,,
J0007,4,0.01,571,0.14,"1,191.93",904.52,417.52,80,,,,,
J0008,4,0.12,"2,900",0.02,"1,196.36","1,097.17",501.47,58,,,,,
J0009,4,0.27,"1,333",0.06,785.97,999.00,518.06,80,,,,,
J0010,4,0.22,217,0.35,972.50,999.00,384.79,76,,,,,
J0011,4,0.02,678,0.09,"2,272.06","1,695.00",708.90,61,,,,,
J0012,4,0.27,270,0.23,974.88,"1,123.45",438.46,62,,,,,
J0013,4,0.07,633,0.09,"1,518.56","1,415.31",563.12,57,,,,,
J0014,4,0.17,738,0.08,"1,504.92","1,648.00",738.89,59,,,,,
J0015,4,0.06,"2,950",0.02,586.84,566.00,252.28,59,,,,,
J0020,4,0.14,762,0.08,589.99,571.00,224.56,61,,,,,
J0021,4,0.04,194,0.32,397.48,329.00,134.41,62,,,,,
J0023,4,0.15,"1,143",0.07,365.68,399.00,213.45,80,,,,,
J0024,4,0.23,689,0.09,349.30,329.00,125.51,62,,,,,
J0025,4,0.28,200,0.42,531.96,562.15,290.45,84,,,,,
J0026,4,0.04,850,0.08,383.22,318.00,139.02,68,,,,,
J0028,4,0.12,140,0.42,374.97,318.00,157.31,59,,,,,
J0029,4,0.26,487,0.15,275.23,345.00,166.95,73,,,,,
J0033,4,0.06,"1,186",0.07,456.41,399.00,201.04,83,,,,,
J0034,4,0.28,564,0.11,648.09,708.47,289.84,62,,,,,
J0037,4,0.05,159,0.51,664.52,522.00,242.07,81,,,,,
J0039,4,0.14,103,0.62,737.96,648.00,253.20,64,,,,,
J0041,4,0.19,295,0.20,581.32,625.71,314.26,59,,,,,
J0043,4,0.19,"2,000",0.03,709.45,635.00,247.48,60,,,,,
J0047,4,0.27,393,0.15,262.63,329.00,136.08,59,,,,,
J0048,4,0.14,415,0.13,263.61,226.00,121.44,54,,,,,
J0049,4,0.08,"1,625",0.04,420.67,329.00,125.75,65,,,,,
J0051,4,0.11,"1,100",0.08,605.69,612.00,335.94,88,,,,,
J0055,4,0.16,365,0.17,"1,023.16",935.00,391.50,62,,,,,
J0062,4,0.06,967,0.06,491.12,491.00,269.59,58,,,,,
J0070,4,0.02,"1,267",0.06,371.44,318.00,173.21,76,,,,,
J0072,4,0.02,670,0.10,383.54,318.00,160.72,67,,,,,
J0073,4,0.05,"2,167",0.03,410.74,345.00,141.92,65,,,,,
J0074,4,0.06,197,0.38,380.71,294.00,126.37,75,,,,,
J0075,4,0.13,336,0.25,401.43,359.00,152.96,84,,,,,
J0077,4,0.06,371,0.17,"1,326.30","1,158.00",485.07,63,,,,,
J0078,4,0.15,267,0.27,"1,132.24",999.00,536.87,72,,,,,
J0079,4,0.10,"1,625",0.04,"1,936.31","1,556.00",683.96,65,,,,,
J0080,4,0.23,"1,600",0.04,420.89,516.78,252.74,64,,,,,
J0081,4,0.11,"2,267",0.03,816.29,658.00,348.94,68,,,,,
J0082,4,0.21,"1,033",0.06,307.19,360.00,194.85,62,,,,,
J0083,4,0.16,237,0.30,497.07,443.25,206.39,71,,,,,
J0084,4,0.27,"2,567",0.03,469.35,560.00,251.18,77,,,,,
J0085,4,0.03,211,0.35,382.81,360.00,145.18,74,,,,,
J0086,4,0.29,98,0.65,486.38,569.00,280.62,64,,,,,
J0087,4,0.17,"2,667",0.03,348.27,329.00,146.09,80,,,,,
J0088,4,0.04,"1,650",0.04,449.67,395.83,195.44,66,,,,,
J0089,4,0.15,"2,200",0.04,327.14,360.00,194.11,88,,,,,
J0090,4,0.03,811,0.09,688.00,563.00,279.89,73,,,,,
J0091,4,0.13,"1,500",0.05,354.11,298.00,147.43,75,,,,,
J0092,4,0.11,"1,200",0.06,873.69,829.03,353.14,72,,,,,
J0093,4,0.04,326,0.19,688.40,637.00,281.31,62,,,,,
J0094,4,0.15,733,0.09,579.60,565.92,225.90,66,,,,,
J0095,4,0.29,582,0.11,481.76,635.97,298.73,64,,,,,
J0096,4,0.22,"1,140",0.05,525.61,503.94,266.92,57,,,,,
J0097,4,0.12,"1,167",0.06,650.50,551.97,236.66,70,,,,,
J0098,4,0.15,957,0.07,440.85,413.00,173.74,67,,,,,
J0100,4,0.28,410,0.21,"1,266.63","1,499.00",628.00,86,,,,,
J0101,4,0.25,97,0.66,796.96,799.00,363.21,64,,,,,
J0102,4,0.18,"2,100",0.03,"1,145.13","1,122.47",597.01,63,,,,,
J0104,4,0.11,587,0.15,528.37,443.35,206.62,88,,,,,
J0105,4,0.26,"2,733",0.03,939.61,999.00,460.67,82,,,,,
J0106,4,0.03,71,0.94,"1,283.52",999.00,476.84,67,,,,,
J0108,4,0.17,419,0.16,"1,201.14","1,149.00",626.98,67,,,,,
J0109,4,0.15,318,0.22,"1,205.65","1,187.01",631.08,70,,,,,
J0110,4,0.27,471,0.14,873.72,864.00,464.16,66,,,,,
J0111,4,0.14,675,0.12,450.87,423.00,230.39,81,,,,,
J0113,4,0.17,"2,533",0.03,556.37,531.26,263.80,76,,,,,
J0117,4,0.08,750,0.08,537.16,518.00,240.12,60,,,,,
J0118,4,0.23,"1,240",0.00,482.46,493.76,195.39,62,,,,,
J0119,4,0.02,250,0.24,656.97,536.28,272.23,60,,,,,
J0122,4,0.17,591,0.11,303.35,327.88,138.22,65,,,,,
J0123,4,0.18,317,0.18,234.45,267.00,136.46,57,,,,,
J0124,4,0.01,"1,550",0.04,653.18,523.00,280.81,62,,,,,
J0126,4,0.28,"3,350",0.02,775.83,818.00,409.61,67,,,,,
J0127,4,0.25,372,0.18,"1,049.91","1,135.17",593.23,67,,,,,
J0130,4,0.06,58,1.13,695.90,655.51,270.48,65,,,,,
J0131,4,0.21,379,0.19,341.43,336.79,148.97,72,,,,,
J0132,4,0.05,309,0.22,370.74,362.00,145.47,68,,,,,
J0133,4,0.20,517,0.12,367.17,381.00,157.50,62,,,,,
J0134,4,0.20,800,0.09,619.13,699.00,362.28,72,,,,,
J0135,4,0.17,550,0.16,543.83,587.87,234.13,88,,,,,
J0136,4,0.18,"1,360",0.05,522.03,568.00,260.32,68,,,,,
J0137,4,0.21,678,0.09,797.83,852.00,351.65,61,,,,,
J0139,4,0.09,655,0.11,344.99,355.00,176.06,72,,,,,
J0142,4,0.04,518,0.11,449.05,393.33,187.77,57,,,,,
J0143,4,0.02,300,0.22,776.91,645.00,265.05,66,,,,,
J0144,4,0.14,"2,267",0.03,554.64,529.00,251.85,68,,,,,
J0147,4,0.15,"2,167",0.03,571.00,567.39,311.39,65,,,,,
J0148,4,0.19,"1,280",0.00,657.94,604.50,279.99,64,,,,,
J0150,4,0.14,"1,012",0.08,397.63,420.00,215.14,81,,,,,
J0151,4,0.28,457,0.14,440.83,499.00,264.28,64,,,,,
J0152,4,0.19,938,0.08,768.26,885.00,435.96,75,,,,,
J0153,4,0.22,288,0.26,371.42,443.00,172.64,75,,,,,
J0154,4,0.04,358,0.24,452.71,377.00,186.64,86,,,,,
J0155,4,0.00,"1,200",0.00,792.55,635.00,293.25,60,,,,,
J0157,4,0.17,775,0.08,665.01,590.30,254.12,62,,,,,
J0158,4,0.11,140,0.48,719.16,648.90,316.78,67,,,,,
J0161,4,0.05,"1,217",0.06,622.77,473.00,239.90,73,,,,,
J0162,4,0.08,"6,200",0.01,"1,164.27","1,186.00",552.04,62,,,,,
J0163,4,0.00,291,0.22,"1,285.98","1,186.00",591.64,64,,,,,
J0164,4,0.24,110,0.69,269.29,332.57,166.81,76,,,,,
J0165,4,0.17,31,1.95,328.49,355.00,193.02,60,,,,,
J0166,4,0.15,"1,640",0.05,464.61,441.00,196.85,82,,,,,
